번호,광역지자체,시군구, 50키로와트 , 100키로와트 , 100키로와트듀얼 , 200키로와트듀얼 , 300키로와트이상 ,  사용량(키로와트시)  
1,제주,제주시,5,0,0,0,0,1464941
2,서울,마포구,7,0,0,0,0,609582
3,대구,달서구,0,8,0,0,0,480324
4,서울,용산구,10,0,0,0,0,472412
5,제주,제주시,9,0,0,0,0,460545
6,대전,중구,5,0,0,0,0,448505
7,경남,창원시,5,0,0,0,0,413042
8,제주,제주시,2,0,0,0,0,402696
9,서울,광진구,4,0,0,0,0,388667
10,대전,서구,2,0,0,0,0,384444
11,인천,계양구,4,0,0,0,0,378780
12,대구,동구,5,0,0,0,0,372049
13,제주,서귀포시,3,0,0,0,0,357230
14,대구,북구,4,0,0,0,0,354046
15,제주,제주시,3,0,0,0,0,341876
16,경기,수원시,2,0,0,0,0,341484
17,제주,제주시,2,0,0,0,0,323804
18,서울,양천구,4,0,0,0,0,314195
19,대전,서구,5,0,0,0,0,301367
20,세종,세종시,4,0,0,0,0,290588
21,제주,서귀포시,2,0,0,0,0,279186
22,서울,강서구,4,0,0,0,0,275756
23,제주,제주시,1,0,0,0,0,265088
24,대전,동구,2,0,0,0,0,261840
25,대구,수성구,2,0,0,0,0,257095
26,전남,나주시,1,0,0,0,0,244608
27,서울,송파구,3,0,0,0,0,243273
28,서울,강북구,4,2,0,0,0,238426
29,강원,강릉시,2,0,0,0,0,230153
30,인천,남동구,2,0,0,0,0,228351
31,경기,성남시,2,0,0,0,0,226267
32,제주,제주시,2,0,0,0,0,220733
33,제주,제주시,2,0,0,0,0,214253
34,경북,경주시,2,0,0,0,0,213906
35,경기,안산시,2,0,0,0,0,212657
36,부산,사하구,2,0,0,0,0,212577
37,대구,달서구,2,0,0,0,0,210987
38,충북,청주시,2,0,0,0,0,206172
39,제주,제주시,2,0,0,0,0,204418
40,경북,안동시,2,0,0,0,0,203493
41,서울,광진구,5,0,0,0,0,201790
42,서울,강남구,1,0,0,0,0,201697
43,대전,대덕구,2,0,0,0,0,200218
44,대전,유성구,1,0,0,0,0,198496
45,제주,서귀포시,2,0,0,0,0,197596
46,제주,서귀포시,2,0,0,0,0,197251
47,제주,제주시,2,0,0,0,0,196314
48,제주,제주시,2,0,0,0,0,196054
49,경북,포항시,1,0,0,0,0,193695
50,울산,중구,5,0,0,0,0,187484
51,서울,강남구,1,0,0,0,0,185890
52,제주,제주시,2,0,0,0,0,184692
53,제주,서귀포시,2,0,0,0,0,184038
54,전남,나주시,2,0,0,0,0,181468
55,울산,남구,2,0,0,0,0,181310
56,제주,제주시,5,0,0,0,0,180053
57,강원,강릉시,1,0,0,0,0,178328
58,제주,제주시,2,0,0,0,0,177531
59,전남,순천시,2,0,0,0,0,173114
60,대구,중구,2,0,0,0,0,172664
61,강원,원주시,2,0,0,0,0,171258
62,경기,수원시,2,0,0,0,0,170448
63,경북,칠곡군,3,0,0,0,0,169957
64,전남,순천시,2,0,0,0,0,169418
65,제주,제주시,2,0,0,0,0,167988
66,부산,해운대구,3,0,0,0,0,166669
67,경기,수원시,2,0,0,0,0,165524
68,대구,북구,2,0,0,0,0,165179
69,서울,마포구,2,0,0,0,0,163291
70,제주,제주시,2,0,0,0,0,161184
71,인천,연수구,2,0,0,0,0,160609
72,제주,제주시,1,0,0,0,0,160235
73,대구,수성구,1,0,0,0,0,159071
74,서울,구로구,3,0,0,0,0,158665
75,인천,미추홀구,1,0,0,0,0,158034
76,경기,구리시,2,0,0,0,0,157228
77,대전,동구,1,0,0,0,0,156290
78,제주,제주시,1,0,0,0,0,155551
79,경북,경주시,3,0,0,0,0,155168
80,울산,울주군,2,0,0,0,0,153281
81,전북,전주시,1,0,0,0,0,150388
82,충남,천안시,1,0,0,0,0,150041
83,경기,수원시,2,0,0,0,0,149692
84,경남,김해시,1,0,0,0,0,149452
85,제주,제주시,1,0,0,0,0,149146
86,제주,서귀포시,2,0,0,0,0,147829
87,경기,김포시,1,0,0,0,0,147483
88,제주,서귀포시,4,0,0,0,0,146813
89,서울,강동구,2,0,0,0,0,145877
90,제주,서귀포시,2,0,0,0,0,145412
91,제주,제주시,2,0,0,0,0,145353
92,서울,도봉구,1,0,0,0,0,144706
93,대전,유성구,1,0,0,0,0,144406
94,경기,동두천시,1,0,0,0,0,144253
95,경북,포항시,1,0,0,0,0,143199
96,대전,유성구,1,0,0,0,0,142283
97,서울,구로구,1,0,0,0,0,141636
98,서울,은평구,2,0,0,0,0,140839
99,충북,청주시,2,0,0,0,0,140452
100,서울,중구,2,0,0,0,0,140120
101,부산,부산진구,2,0,0,0,0,139779
102,제주,서귀포시,1,0,0,0,0,139745
103,부산,남구,1,1,0,0,0,139127
104,서울,도봉구,1,0,0,0,0,138258
105,제주,서귀포시,2,0,0,0,0,138256
106,강원,강릉시,3,0,0,0,0,138166
107,전남,여수시,2,0,0,0,0,136370
108,경북,경주시,1,0,0,0,0,136248
109,서울,송파구,1,0,0,0,0,136197
110,부산,북구,1,0,0,0,0,135089
111,충북,충주시,1,0,0,0,0,134853
112,대전,중구,2,0,0,0,0,134474
113,광주,서구,1,0,0,0,0,134456
114,제주,서귀포시,2,0,0,0,0,133447
115,경기,수원시,2,0,0,0,0,133332
116,경남,김해시,1,0,0,0,0,133273
117,충북,청주시,1,0,0,0,0,133092
118,경남,창원시,1,0,0,0,0,132929
119,강원,정선군,1,0,0,0,0,132748
120,대전,서구,1,0,0,0,0,132246
121,제주,제주시,1,0,0,0,0,131954
122,경기,용인시,1,0,0,0,0,131341
123,제주,서귀포시,1,0,0,0,0,131281
124,서울,금천구,1,0,0,0,0,130762
125,제주,제주시,2,0,0,0,0,130459
126,서울,노원구,1,0,0,0,0,130413
127,부산,금정구,1,0,0,0,0,130115
128,인천,연수구,1,0,0,0,0,129510
129,전남,목포시,2,0,0,0,0,127619
130,서울,강동구,3,0,0,0,0,127436
131,서울,관악구,1,0,0,0,0,127378
132,제주,서귀포시,2,0,0,0,0,127288
133,서울,강남구,2,0,0,0,0,125734
134,전남,광양시,2,0,0,0,0,125423
135,충북,충주시,1,0,0,0,0,124176
136,경남,양산시,2,0,0,0,0,124147
137,대구,남구,1,0,0,0,0,123909
138,대구,달서구,1,0,0,0,0,123484
139,울산,남구,1,0,0,0,0,122856
140,대구,달서구,2,0,0,0,0,122088
141,부산,금정구,1,0,0,0,0,122074
142,제주,서귀포시,1,0,0,0,0,121007
143,대구,달서구,1,0,0,0,0,120420
144,경북,포항시,1,0,0,0,0,120255
145,서울,송파구,1,0,0,0,0,120252
146,전남,순천시,1,0,0,0,0,120145
147,전남,나주시,1,0,0,0,0,120145
148,충남,아산시,2,0,0,0,0,120055
149,대구,북구,1,0,0,0,0,119852
150,충남,홍성군,2,0,0,0,0,119655
151,제주,제주시,2,0,0,0,0,118562
152,부산,금정구,1,0,0,0,0,118183
153,경기,의정부시,1,2,0,0,0,117451
154,제주,제주시,1,0,0,0,0,116790
155,강원,강릉시,1,0,0,0,0,116665
156,강원,평창군,2,0,0,0,0,116380
157,경남,진주시,1,0,0,0,0,116284
158,경기,남양주시,2,0,0,0,0,114944
159,경북,포항시,1,0,0,0,0,114146
160,경기,고양시,2,0,0,0,0,114079
161,서울,중구,2,0,0,0,0,113936
162,경기,이천시,1,0,0,0,0,113542
163,부산,강서구,1,0,0,0,0,112747
164,서울,용산구,1,0,0,0,0,112603
165,강원,춘천시,2,0,0,0,0,111631
166,인천,연수구,1,3,0,0,0,111631
167,전북,군산시,1,0,0,0,0,111570
168,경북,영덕군,2,0,0,0,0,111447
169,경남,창원시,2,0,0,0,0,111140
170,전북,전주시,2,0,0,0,0,110871
171,강원,강릉시,1,0,0,0,0,110848
172,강원,원주시,1,0,0,0,0,110313
173,강원,강릉시,1,0,0,0,0,110091
174,대구,북구,1,0,0,0,0,110042
175,광주,광산구,1,0,0,0,0,109330
176,강원,원주시,1,0,0,0,0,109277
177,서울,광진구,2,0,0,0,0,108228
178,광주,북구,1,0,0,0,0,107927
179,대구,수성구,2,0,0,0,0,107750
180,충남,계룡시,1,0,0,0,0,106737
181,대구,북구,3,0,0,0,0,106585
182,제주,서귀포시,1,0,0,0,0,105653
183,서울,성북구,2,0,0,0,0,105451
184,충북,음성군,1,0,0,0,0,105225
185,강원,춘천시,1,0,0,0,0,105222
186,대구,동구,2,0,0,0,0,105138
187,강원,정선군,1,0,0,0,0,104857
188,전북,전주시,1,0,0,0,0,104682
189,광주,광산구,1,0,0,0,0,104515
190,전북,익산시,1,0,0,0,0,104408
191,강원,춘천시,1,0,0,0,0,104180
192,강원,강릉시,1,0,0,0,0,104011
193,강원,춘천시,1,0,0,0,0,103547
194,충남,아산시,2,0,0,0,0,103414
195,충북,청주시,1,0,0,0,0,102812
196,제주,제주시,2,0,0,0,0,102245
197,경기,여주시,1,0,0,0,0,102185
198,부산,해운대구,1,0,0,0,0,102178
199,강원,원주시,1,0,0,0,0,101926
200,전남,여수시,2,0,0,0,0,101163
201,제주,서귀포시,1,0,0,0,0,101062
202,대구,달성군,1,0,0,0,0,101022
203,제주,제주시,3,0,0,0,0,100999
204,경남,창원시,1,0,0,0,0,100736
205,인천,강화군,1,0,0,0,0,100386
206,강원,강릉시,1,0,0,0,0,100248
207,광주,남구,1,0,0,0,0,99196
208,경기,의왕시,1,0,0,0,0,98669
209,강원,춘천시,2,0,0,0,0,98287
210,충북,충주시,1,0,0,0,0,98185
211,경기,고양시,1,0,0,0,0,97973
212,전북,남원시,1,0,0,0,0,97352
213,서울,강동구,2,0,0,0,0,97214
214,경기,구리시,1,0,0,0,0,96688
215,전남,목포시,1,0,0,0,0,96571
216,서울,종로구,2,0,0,0,0,96551
217,충남,당진시,2,0,0,0,0,96450
218,대구,동구,1,0,0,0,0,96179
219,대전,동구,1,0,0,0,0,95555
220,경기,양평군,1,0,0,0,0,95508
221,경남,통영시,1,0,0,0,0,95269
222,대구,서구,1,0,0,0,0,94724
223,경기,용인시,1,0,0,0,0,94658
224,대구,달서구,2,0,0,0,0,94102
225,제주,제주시,2,0,0,0,0,94086
226,경남,진주시,1,0,0,0,0,93979
227,경기,연천군,1,0,0,0,0,93924
228,경북,포항시,1,0,0,0,0,93599
229,강원,원주시,2,0,0,0,0,93207
230,경남,창원시,1,0,0,0,0,92778
231,부산,연제구,1,0,0,0,0,92305
232,제주,제주시,2,0,0,0,0,92292
233,부산,부산진구,1,0,0,0,0,92229
234,강원,원주시,1,0,0,0,0,92119
235,대구,북구,1,0,0,0,0,92099
236,전남,목포시,1,0,0,0,0,91493
237,경기,안양시,1,0,0,0,0,91363
238,경북,포항시,1,0,0,0,0,91168
239,제주,제주시,2,0,0,0,0,90835
240,서울,서초구,1,0,0,0,0,90641
241,경기,양평군,1,0,0,0,0,90513
242,전남,순천시,1,0,0,0,0,90343
243,강원,평창군,2,0,0,0,0,90193
244,광주,북구,2,0,0,0,0,90172
245,경남,김해시,1,0,0,0,0,90052
246,세종,세종시,2,0,0,0,0,89735
247,경북,경산시,2,0,0,0,0,89530
248,전남,목포시,1,0,0,0,0,89187
249,인천,남동구,4,0,0,0,0,89180
250,충북,청주시,1,0,0,0,0,88956
251,경기,용인시,1,0,0,0,0,88697
252,경남,남해군,1,0,0,0,0,88565
253,충북,청주시,1,0,0,0,0,88460
254,경기,용인시,1,0,0,0,0,88419
255,서울,송파구,1,0,0,0,0,88393
256,경기,이천시,1,0,0,0,0,88333
257,경북,경산시,2,0,0,0,0,88327
258,제주,서귀포시,3,0,0,0,0,87763
259,서울,용산구,1,0,0,0,0,87641
260,광주,북구,1,0,0,0,0,87300
261,전남,여수시,2,0,0,0,0,87147
262,경남,진주시,1,0,0,0,0,85724
263,충남,금산군,1,0,0,0,0,85505
264,전남,여수시,2,0,0,0,0,85464
265,전남,순천시,1,0,0,0,0,85286
266,충북,청주시,1,0,0,0,0,85253
267,대구,달성군,1,0,0,0,0,84889
268,대구,북구,2,0,0,0,0,84701
269,세종,세종시,2,0,0,0,0,84559
270,전북,세종시,2,0,0,0,0,84338
271,강원,세종시,1,0,0,0,0,84258
272,세종,세종시,1,0,0,0,0,84199
273,충남,세종시,2,0,0,0,0,83693
274,전남,세종시,2,0,0,0,0,83595
275,경기,세종시,2,0,0,0,0,83566
276,제주,세종시,1,0,0,0,0,83559
277,경북,세종시,1,0,0,0,0,83356
278,서울,세종시,1,0,0,0,0,83256
279,서울,세종시,1,0,0,0,0,83204
280,제주,세종시,2,0,0,0,0,83081
281,대전,세종시,5,0,0,0,0,83021
282,경기,세종시,1,0,0,0,0,82875
283,경남,세종시,2,0,0,0,0,82792
284,충남,세종시,1,0,0,0,0,82584
285,강원,세종시,1,0,0,0,0,82408
286,경기,세종시,1,0,0,0,0,82364
287,전남,세종시,1,0,0,0,0,82336
288,제주,세종시,1,0,0,0,0,82295
289,경기,세종시,2,0,0,0,0,82184
290,전남,세종시,1,0,0,0,0,81994
291,강원,세종시,1,0,0,0,0,81823
292,전남,세종시,2,0,0,0,0,81512
293,부산,세종시,2,0,0,0,0,81492
294,대구,세종시,2,0,0,0,0,80506
295,광주,세종시,1,0,0,0,0,80431
296,광주,세종시,1,0,0,0,0,80322
297,경기,세종시,1,0,0,0,0,80245
298,경북,세종시,1,0,0,0,0,80104
299,경기,세종시,1,0,0,0,0,80092
300,강원,세종시,1,0,0,0,0,79631
301,대구,세종시,1,0,0,0,0,79529
302,경기,세종시,2,0,0,0,0,79002
303,대구,세종시,1,0,0,0,0,78851
304,전북,세종시,1,0,0,0,0,78808
305,전남,세종시,2,0,0,0,0,78767
306,대구,세종시,1,0,0,0,0,78491
307,전북,세종시,2,0,0,0,0,78091
308,전북,세종시,1,0,0,0,0,78082
309,세종,세종시,2,0,0,0,0,78008
310,경남,창원시,1,0,0,0,0,77778
311,충남,홍성군,2,0,0,0,0,77502
312,전남,나주시,1,0,0,0,0,77455
313,경기,남양주시,1,0,0,0,0,77389
314,경남,통영시,1,0,0,0,0,77367
315,충북,진천군,1,0,0,0,0,77359
316,전남,목포시,1,0,0,0,0,77264
317,인천,계양구,1,0,0,0,0,77136
318,경남,양산시,2,0,0,0,0,77028
319,강원,동해시,1,0,0,0,0,76740
320,전북,전주시,1,0,0,0,0,76653
321,경기,평택시,1,0,0,0,0,76445
322,경기,고양시,1,0,0,0,0,76380
323,경기,시흥시,1,0,0,0,0,76247
324,충남,서천군,1,1,0,0,0,76229
325,서울,강동구,1,0,0,0,0,76141
326,전북,군산시,1,0,0,0,0,76135
327,전남,여수시,2,0,0,0,0,75672
328,인천,부평구,1,0,0,0,0,75645
329,제주,서귀포시,1,0,0,0,0,75460
330,광주,광산구,1,0,0,0,0,74961
331,서울,중랑구,1,0,0,0,0,74942
332,경기,시흥시,1,0,0,0,0,74638
333,경남,김해시,1,0,0,0,0,74198
334,제주,서귀포시,2,0,0,0,0,74018
335,부산,북구,1,0,0,0,0,73671
336,대구,동구,1,0,0,0,0,72936
337,충북,충주시,1,0,0,0,0,72665
338,부산,영도구,4,0,0,0,0,72449
339,광주,광산구,1,0,0,0,0,72050
340,제주,제주시,1,0,0,0,0,71974
341,강원,평창군,1,0,0,0,0,71859
342,경북,영주시,1,0,0,0,0,71634
343,강원,강릉시,1,0,0,0,0,71633
344,경기,김포시,1,0,0,0,0,71473
345,제주,제주시,1,0,0,0,0,71140
346,전북,익산시,1,0,0,0,0,71020
347,경기,양주시,2,0,0,0,0,70748
348,강원,삼척시,1,0,0,0,0,70654
349,충북,증평군,1,0,0,0,0,70460
350,제주,제주시,1,0,0,0,0,70405
351,서울,성동구,2,0,0,0,0,70297
352,전북,전주시,1,0,0,0,0,70228
353,전남,여수시,1,0,0,0,0,70222
354,강원,속초시,1,0,0,0,0,69949
355,경기,포천시,1,0,0,0,0,69880
356,경남,통영시,1,0,0,0,0,69862
357,전남,해남군,2,0,0,0,0,69798
358,인천,동구,1,0,0,0,0,69731
359,경북,영천시,2,0,0,0,0,69710
360,경기,고양시,1,0,0,0,0,69638
361,서울,은평구,1,0,0,0,0,68995
362,대구,달성군,1,0,0,0,0,68966
363,대전,유성구,1,0,0,0,0,68729
364,충북,음성군,1,0,0,0,0,68693
365,광주,광산구,1,0,0,0,0,68642
366,경북,안동시,2,0,0,0,0,68577
367,대구,달서구,1,0,0,0,0,68355
368,경북,울진군,1,0,0,0,0,68234
369,강원,강릉시,1,0,0,0,0,68204
370,경남,창원시,1,0,0,0,0,67625
371,서울,동대문구,3,0,0,0,0,67608
372,제주,서귀포시,2,0,0,0,0,67571
373,경기,양주시,1,0,0,0,0,67220
374,경남,창원시,1,0,0,0,0,66908
375,인천,동구,1,0,0,0,0,66623
376,전남,순천시,1,0,0,0,0,66418
377,강원,강릉시,1,0,0,0,0,66143
378,전북,완주군,1,0,0,0,0,66093
379,경남,창원시,1,0,0,0,0,65969
380,경남,양산시,1,0,0,0,0,65672
381,인천,부평구,1,0,0,0,0,65508
382,대구,북구,1,0,0,0,0,65507
383,경기,고양시,1,0,0,0,0,65428
384,경남,진주시,1,0,0,0,0,65354
385,강원,강릉시,1,0,0,0,0,65020
386,충북,음성군,1,0,0,0,0,64874
387,경기,성남시,2,0,0,0,0,64330
388,충남,당진시,1,0,0,0,0,64288
389,강원,춘천시,1,0,0,0,0,63964
390,광주,동구,1,0,0,0,0,63752
391,경기,고양시,1,0,0,0,0,63691
392,제주,서귀포시,1,0,0,0,0,63528
393,전남,목포시,1,0,0,0,0,62994
394,울산,울주군,3,0,0,0,0,62892
395,광주,광산구,2,0,0,0,0,62774
396,전남,목포시,2,0,0,0,0,62762
397,서울,성북구,2,0,0,0,0,62653
398,경기,가평군,1,0,0,0,0,62626
399,경북,상주시,1,0,0,0,0,62586
400,부산,해운대구,2,0,0,0,0,61795
401,서울,영등포구,1,0,0,0,0,61694
402,서울,도봉구,1,0,0,0,0,61692
403,전남,여수시,2,0,0,0,0,61626
404,서울,성북구,1,0,0,0,0,61428
405,경기,수원시,1,0,0,0,0,61211
406,세종,세종시,1,0,0,0,0,61210
407,경남,창원시,1,0,0,0,0,61073
408,강원,동해시,1,0,0,0,0,61063
409,경기,수원시,1,0,0,0,0,60975
410,경북,영덕군,1,0,0,0,0,60746
411,충북,제천시,1,0,0,0,0,60509
412,서울,양천구,1,0,0,0,0,60496
413,경남,통영시,1,0,0,0,0,60407
414,경기,가평군,1,0,0,0,0,59993
415,충북,청주시,1,0,0,0,0,59982
416,부산,동래구,1,0,0,0,0,59961
417,경남,거제시,1,0,0,0,0,59345
418,경기,양주시,1,0,0,0,0,59249
419,부산,부산진구,0,0,0,0,0,58913
420,제주,서귀포시,2,0,0,0,0,58846
421,서울,성동구,2,0,0,0,0,58818
422,광주,동구,1,0,0,0,0,58789
423,충남,부여군,2,0,0,0,0,58603
424,광주,북구,6,0,0,0,0,58488
425,경남,창원시,1,0,0,0,0,58390
426,제주,제주시,1,0,0,0,0,58325
427,전남,광양시,1,0,0,0,0,58274
428,충북,청주시,1,0,0,0,0,58270
429,서울,금천구,1,0,0,0,0,58082
430,경남,사천시,1,0,0,0,0,57961
431,서울,금천구,1,0,0,0,0,57952
432,강원,양양군,1,0,0,0,0,57745
433,대구,동구,1,0,0,0,0,57736
434,경기,이천시,1,0,0,0,0,57553
435,경기,안성시,1,0,0,0,0,57339
436,인천,계양구,1,0,0,0,0,56783
437,인천,중구,1,0,0,0,0,56783
438,경기,양주시,1,0,0,0,0,56774
439,경남,밀양시,1,0,0,0,0,56566
440,대구,달서구,1,0,0,0,0,56486
441,경남,양산시,1,0,0,0,0,56470
442,경기,용인시,1,0,0,0,0,56389
443,경남,김해시,1,0,0,0,0,56124
444,서울,은평구,1,0,0,0,0,56025
445,경기,용인시,1,0,0,0,0,55978
446,강원,춘천시,1,0,0,0,0,55905
447,충북,단양군,1,0,0,0,0,55734
448,강원,춘천시,1,0,0,0,0,55629
449,경남,창원시,1,0,0,0,0,55557
450,서울,송파구,1,0,0,0,0,55399
451,부산,동래구,1,0,0,0,0,55303
452,경북,구미시,1,0,0,0,0,55258
453,경남,창원시,1,0,0,0,0,55248
454,인천,부평구,1,0,0,0,0,55102
455,서울,송파구,1,0,0,0,0,54961
456,경기,파주시,1,0,0,0,0,54930
457,경북,성주군,2,0,0,0,0,54662
458,제주,서귀포시,2,0,0,0,0,54643
459,전남,나주시,2,0,0,0,0,54299
460,광주,서구,2,0,0,0,0,53943
461,충남,태안군,1,0,0,0,0,53825
462,부산,수영구,1,0,0,0,0,53805
463,경남,창원시,1,0,0,0,0,53719
464,서울,도봉구,1,0,0,0,0,53702
465,경북,경주시,1,0,0,0,0,53627
466,광주,남구,1,0,0,0,0,53502
467,경남,창원시,1,0,0,0,0,53386
468,전북,김제시,1,0,0,0,0,53350
469,대구,동구,1,0,0,0,0,53224
470,서울,서초구,2,0,0,0,0,53093
471,경북,안동시,2,0,0,0,0,52893
472,충북,청주시,1,0,0,0,0,52579
473,경북,상주시,1,0,0,0,0,52501
474,경북,포항시,1,0,0,0,0,52371
475,제주,제주시,10,0,0,0,0,52265
476,대구,동구,2,0,0,0,0,52123
477,전남,여수시,1,1,0,0,0,52026
478,경남,진주시,2,0,0,0,0,51798
479,경북,구미시,1,0,0,0,0,51603
480,대구,북구,1,0,0,0,0,51452
481,서울,종로구,1,0,0,0,0,51057
482,제주,제주시,2,0,0,0,0,50770
483,경남,거창군,2,0,0,0,0,50666
484,경기,용인시,1,0,0,0,0,50437
485,전남,순천시,1,0,0,0,0,50404
486,충북,단양군,1,0,0,0,0,50074
487,전북,군산시,1,0,0,0,0,49976
488,경북,구미시,1,0,0,0,0,49470
489,전남,목포시,1,0,0,0,0,49445
490,전남,순천시,2,0,0,0,0,49352
491,충남,태안군,1,0,0,0,0,48886
492,인천,강화군,1,0,0,0,0,48728
493,서울,구로구,1,0,0,0,0,48678
494,경남,함안군,1,0,0,0,0,48494
495,경남,창원시,1,0,0,0,0,48318
496,강원,강릉시,1,0,0,0,0,48230
497,전북,군산시,1,0,0,0,0,48175
498,제주,서귀포시,1,0,0,0,0,47954
499,경남,양산시,2,0,0,0,0,47915
500,인천,연수구,0,2,0,0,0,47729
501,제주,서귀포시,1,0,0,0,0,47264
502,경남,창원시,1,0,0,0,0,46886
503,경북,구미시,1,0,0,0,0,46824
504,강원,춘천시,1,0,0,0,0,46560
505,제주,제주시,3,1,0,0,0,46294
506,경북,안동시,2,0,0,0,0,46219
507,경기,용인시,1,0,0,0,0,46093
508,경북,경주시,3,0,0,0,0,45582
509,서울,송파구,1,0,0,0,0,45490
510,강원,강릉시,1,0,0,0,0,45424
511,경기,남양주시,1,0,0,0,0,45374
512,경기,포천시,1,0,0,0,0,45159
513,서울,서대문구,1,0,0,0,0,45000
514,강원,원주시,1,0,0,0,0,44976
515,광주,남구,1,0,0,0,0,44523
516,경기,포천시,1,0,0,0,0,44444
517,충북,청주시,1,0,0,0,0,44112
518,경기,연천군,1,0,0,0,0,44053
519,제주,제주시,1,0,0,0,0,43940
520,제주,제주시,2,0,0,0,0,43392
521,서울,용산구,3,0,0,0,0,43387
522,부산,기장군,4,0,0,0,0,43097
523,강원,춘천시,1,0,0,0,0,43065
524,울산,울주군,3,0,0,0,0,42860
525,경남,거제시,1,0,0,0,0,42687
526,경기,광주시,1,1,0,0,0,42574
527,전남,여수시,1,0,0,0,0,42561
528,인천,강화군,1,0,0,0,0,42435
529,경기,용인시,1,0,0,0,0,42292
530,울산,북구,2,0,0,0,0,42176
531,충북,청주시,1,0,0,0,0,41862
532,경기,안산시,1,0,0,0,0,41836
533,대구,달서구,1,0,0,0,0,41798
534,전남,화순군,2,0,0,0,0,41743
535,충북,보은군,1,0,0,0,0,41505
536,충북,충주시,1,0,0,0,0,41361
537,제주,서귀포시,2,0,0,0,0,41194
538,경북,의성군,1,0,0,0,0,41097
539,강원,춘천시,1,0,0,0,0,41009
540,경북,포항시,1,0,0,0,0,40982
541,경남,거제시,1,0,0,0,0,40940
542,경기,용인시,1,0,0,0,0,40690
543,충남,당진시,1,0,0,0,0,40549
544,경남,김해시,2,0,0,0,0,40460
545,강원,태백시,2,0,0,0,0,40234
546,경남,창녕군,1,0,0,0,0,40118
547,충북,단양군,1,0,0,0,0,40109
548,충북,진천군,1,0,0,0,0,39960
549,충북,음성군,1,0,0,0,0,39957
550,충북,증평군,1,0,0,0,0,39826
551,충북,괴산군,1,0,0,0,0,39773
552,경기,김포시,2,0,0,0,0,39661
553,전남,나주시,1,0,0,0,0,39581
554,경북,경주시,2,0,0,0,0,39505
555,강원,홍천군,2,0,0,0,0,39383
556,대전,서구,2,0,0,0,0,39147
557,강원,춘천시,1,0,0,0,0,39128
558,서울,영등포구,1,0,0,0,0,38840
559,경기,광명시,1,0,0,0,0,38483
560,경남,양산시,2,0,0,0,0,38275
561,부산,사상구,1,0,0,0,0,38225
562,경기,고양시,1,0,0,0,0,38159
563,제주,제주시,4,0,0,0,0,38108
564,강원,평창군,1,0,0,0,0,38021
565,전남,순천시,1,0,0,0,0,37957
566,전남,목포시,1,0,0,0,0,37611
567,서울,광진구,2,0,0,0,0,37038
568,대구,북구,1,0,0,0,0,37016
569,전남,보성군,2,0,0,0,0,37005
570,울산,울주군,3,0,0,0,0,36955
571,전남,영암군,2,0,0,0,0,36925
572,서울,서초구,1,0,0,0,0,36402
573,충남,홍성군,2,0,0,0,0,36308
574,경북,포항시,2,0,0,0,0,36296
575,제주,서귀포시,1,0,0,0,0,36261
576,제주,제주시,1,0,0,0,0,36209
577,전북,전주시,2,0,0,0,0,36052
578,인천,미추홀구,2,0,0,0,0,36027
579,전남,여수시,2,0,0,0,0,35968
580,경남,창원시,1,0,0,0,0,35904
581,부산,금정구,2,2,0,0,0,35465
582,경기,가평군,1,0,0,0,0,35421
583,경기,파주시,1,0,0,0,0,35414
584,경북,청송군,1,0,0,0,0,35398
585,경기,의정부시,2,0,0,0,0,35380
586,인천,중구,2,0,0,0,0,35345
587,전북,정읍시,1,0,0,0,0,35116
588,전남,여수시,2,0,0,0,0,35040
589,경기,성남시,1,0,0,0,0,35021
590,서울,구로구,1,0,0,0,0,34925
591,경기,화성시,1,0,0,0,0,34897
592,경남,김해시,1,0,0,0,0,34597
593,경기,용인시,1,0,0,0,0,34462
594,충남,태안군,1,0,0,0,0,34383
595,부산,영도구,2,0,0,0,0,34366
596,경북,상주시,1,0,0,0,0,34351
597,울산,울주군,1,0,0,0,0,34309
598,서울,중구,2,0,0,0,0,34209
599,울산,북구,1,0,0,0,0,34179
600,제주,서귀포시,2,0,0,0,0,34062
601,광주,서구,1,0,0,0,0,34051
602,서울,구로구,1,0,0,0,0,34021
603,경남,합천군,1,0,0,0,0,33853
604,대구,북구,1,0,0,0,0,33837
605,충북,진천군,1,0,0,0,0,33630
606,충남,아산시,1,0,0,0,0,33567
607,인천,연수구,2,0,0,0,0,33494
608,전남,나주시,1,0,0,0,0,33350
609,충북,음성군,1,0,0,0,0,33293
610,충북,음성군,2,0,0,0,0,33214
611,충남,아산시,0,2,0,0,0,32991
612,충남,당진시,2,0,0,0,0,32901
613,부산,중구,1,0,0,0,0,32732
614,전북,남원시,2,0,0,0,0,32674
615,부산,기장군,1,0,0,0,0,32510
616,대구,수성구,1,0,0,0,0,32264
617,충북,제천시,1,0,0,0,0,32229
618,강원,영월군,1,0,0,0,0,32171
619,경남,사천시,1,0,0,0,0,32142
620,전남,영암군,2,0,0,0,0,31965
621,전남,순천시,1,0,0,0,0,31924
622,경기,안성시,1,0,0,0,0,31918
623,충북,청주시,2,0,0,0,0,31726
624,경기,용인시,1,0,0,0,0,31689
625,경기,광주시,2,0,0,0,0,31667
626,부산,부산진구,1,0,0,0,0,31629
627,충북,충주시,1,0,0,0,0,31600
628,경남,거제시,1,0,0,0,0,31510
629,제주,서귀포시,2,0,0,0,0,31336
